Week;Day;Steps
400;Thursday;7142
400;Friday;9008
400;Saturday;8508
400;Sunday;9988
401;Monday;9482
401;Tuesday;6501
401;Wednesday;8150
401;Thursday;8369
401;Friday;5162
401;Saturday;9409
401;Sunday;7762
402;Monday;8836
402;Tuesday;7679
402;Wednesday;5909
402;Thursday;5799
402;Friday;6992
402;Saturday;8310
402;Sunday;5052
403;Monday;8062
403;Tuesday;8264
403;Wednesday;5864
403;Thursday;7874
403;Friday;5330
403;Saturday;9449
403;Sunday;9830
404;Monday;8821
404;Tuesday;6692
404;Wednesday;7383
404;Thursday;6932
404;Friday;9785
404;Saturday;9544
404;Sunday;9525
405;Monday;9032
405;Tuesday;8739
405;Wednesday;6465
405;Thursday;6142
405;Friday;7102
405;Saturday;7002
405;Sunday;7364
406;Monday;5588
406;Tuesday;6838
406;Wednesday;5891
406;Thursday;5556
406;Friday;9128
406;Saturday;8714
406;Sunday;5551
407;Monday;8074
407;Tuesday;7244
407;Wednesday;9485
407;Thursday;5936
407;Friday;6330
407;Saturday;7678
407;Sunday;9684
408;Monday;5603
408;Tuesday;7598
408;Wednesday;5501
408;Thursday;6904
408;Friday;5771
408;Saturday;7973
408;Sunday;9560
409;Monday;5646
409;Tuesday;6510
409;Wednesday;5471
409;Thursday;9638
409;Friday;6663
409;Saturday;7276
409;Sunday;6096
410;Monday;9743
410;Tuesday;9400
410;Wednesday;6672
410;Thursday;5525
410;Friday;5921
410;Saturday;7900
410;Sunday;9671
411;Monday;9537
411;Tuesday;7571
411;Wednesday;8601
411;Thursday;8323
411;Friday;6036
411;Saturday;6942
411;Sunday;9308
412;Monday;6689
412;Tuesday;8084
412;Wednesday;6107
412;Thursday;7686
412;Friday;6250
412;Saturday;9455
412;Sunday;8078
413;Monday;6849
413;Tuesday;5469
413;Wednesday;5947
413;Thursday;6537
413;Friday;6815
413;Saturday;5165
413;Sunday;8182
414;Monday;9245
414;Tuesday;5191
414;Wednesday;8129
414;Thursday;7417
414;Friday;7298
414;Saturday;7269
414;Sunday;8711
415;Monday;9139
415;Tuesday;9967
415;Wednesday;8688
415;Thursday;6876
415;Friday;9017
415;Saturday;7230
415;Sunday;6639
416;Monday;6758
416;Tuesday;6429
416;Wednesday;9492
416;Thursday;6961
416;Friday;7454
416;Saturday;8776
416;Sunday;7199
417;Monday;7340
417;Tuesday;7013
417;Wednesday;9837
417;Thursday;9468
417;Friday;7411
417;Saturday;6448
417;Sunday;9381
418;Monday;6888
418;Tuesday;6084
418;Wednesday;7835
418;Thursday;9321
418;Friday;6640
418;Saturday;9946
418;Sunday;5549
419;Monday;9228
419;Tuesday;5161
419;Wednesday;7538
419;Thursday;6126
419;Friday;8513
419;Saturday;6206
419;Sunday;6921
420;Monday;7282
420;Tuesday;8521
420;Wednesday;7300
420;Thursday;9354
420;Friday;6105
420;Saturday;7313
420;Sunday;7527
421;Monday;5355
421;Tuesday;9154
421;Wednesday;6035
421;Thursday;6603
421;Friday;7320
421;Saturday;9910
421;Sunday;8023
422;Monday;7000
422;Tuesday;9002
422;Wednesday;6271
422;Thursday;9500
422;Friday;9257
422;Saturday;7726
422;Sunday;6066
423;Monday;7737
423;Tuesday;5061
423;Wednesday;9517
423;Thursday;7515
423;Friday;9876
423;Saturday;6639
423;Sunday;6931
424;Monday;8572
424;Tuesday;6561
424;Wednesday;8684
424;Thursday;7618
424;Friday;8743
424;Saturday;7904
424;Sunday;5622
425;Monday;6346
425;Tuesday;5669
425;Wednesday;9723
425;Thursday;5304
425;Friday;7210
425;Saturday;9163
425;Sunday;9208
426;Monday;9342
426;Tuesday;9602
426;Wednesday;5363
426;Thursday;7568
426;Friday;7411
426;Saturday;9897
426;Sunday;6656
427;Monday;5415
427;Tuesday;7969
427;Wednesday;6336
427;Thursday;8239
427;Friday;5978
427;Saturday;9868
427;Sunday;8003
428;Monday;6296
428;Tuesday;5264
428;Wednesday;8004
428;Thursday;6105
428;Friday;7997
428;Saturday;8112
428;Sunday;5014
429;Monday;8861
429;Tuesday;8065
429;Wednesday;9530
429;Thursday;8579
429;Friday;9112
429;Saturday;9549
429;Sunday;8923
430;Monday;5264
430;Tuesday;7177
430;Wednesday;9561
430;Thursday;8817
430;Friday;5209
430;Saturday;5776
430;Sunday;8684
431;Monday;5107
431;Tuesday;5007
431;Wednesday;8357
431;Thursday;9858
431;Friday;5680
431;Saturday;5705
431;Sunday;7218
432;Monday;6634
432;Tuesday;6350
432;Wednesday;7622
432;Thursday;5049
432;Friday;5435
432;Saturday;5407
432;Sunday;8905
433;Monday;9798
433;Tuesday;5830
433;Wednesday;7359
433;Thursday;7135
433;Friday;8150
433;Saturday;8247
433;Sunday;9158
434;Monday;9396
434;Tuesday;7744
434;Wednesday;5836
434;Thursday;9771
434;Friday;5612
434;Saturday;9992
434;Sunday;5522
435;Monday;5726
435;Tuesday;8887
435;Wednesday;9170
435;Thursday;8871
435;Friday;5698
435;Saturday;5094
435;Sunday;8573
436;Monday;8622
436;Tuesday;8473
436;Wednesday;9487
436;Thursday;6415
436;Friday;5606
436;Saturday;8274
436;Sunday;9677
437;Monday;6519
437;Tuesday;5247
437;Wednesday;5714
437;Thursday;6461
437;Friday;7661
437;Saturday;8973
437;Sunday;6003
438;Monday;7554
438;Tuesday;9200
438;Wednesday;7676
438;Thursday;6790
438;Friday;6445
438;Saturday;9599
438;Sunday;7911
439;Monday;6520
439;Tuesday;9798
439;Wednesday;5295
439;Thursday;5143
439;Friday;9488
439;Saturday;9490
439;Sunday;9622
440;Monday;5025
440;Tuesday;9206
440;Wednesday;7346
440;Thursday;8081
440;Friday;8176
440;Saturday;7300
440;Sunday;9783
441;Monday;7634
441;Tuesday;9742
441;Wednesday;6158
441;Thursday;6805
441;Friday;8149
441;Saturday;5530
441;Sunday;7685
442;Monday;8555
442;Tuesday;8434
442;Wednesday;5532
442;Thursday;9843
442;Friday;9084
442;Saturday;6867
442;Sunday;6826
443;Monday;6277
443;Tuesday;8221
443;Wednesday;5696
443;Thursday;8970
443;Friday;8608
443;Saturday;5818
443;Sunday;5379
444;Monday;8848
444;Tuesday;7397
444;Wednesday;8609
444;Thursday;6184
444;Friday;6208
444;Saturday;8119
444;Sunday;6403
445;Monday;7323
445;Tuesday;8910
445;Wednesday;7265
445;Thursday;7922
445;Friday;5393
445;Saturday;9884
445;Sunday;8879
446;Monday;7220
446;Tuesday;7864
446;Wednesday;7890
446;Thursday;6877
446;Friday;7424
446;Saturday;8659
446;Sunday;5687
447;Monday;8924
447;Tuesday;9994
447;Wednesday;5811
447;Thursday;7217
447;Friday;6964
447;Saturday;8651
447;Sunday;5729
448;Monday;6153
448;Tuesday;9283
448;Wednesday;5126
448;Thursday;5065
448;Friday;6203
448;Saturday;8110
448;Sunday;6958
449;Monday;7838
449;Tuesday;5017
449;Wednesday;5130
449;Thursday;5136
449;Friday;5411
449;Saturday;8418
449;Sunday;7929
450;Monday;6922
450;Tuesday;5155
450;Wednesday;9722
450;Thursday;7620
450;Friday;9573
450;Saturday;8904
450;Sunday;5514
451;Monday;5607
451;Tuesday;6643
451;Wednesday;7665
451;Thursday;5311
451;Friday;9332
451;Saturday;8620
451;Sunday;8415
452;Monday;8606
452;Tuesday;9889
452;Wednesday;5712
452;Thursday;5297
452;Friday;6543
452;Saturday;8971
452;Sunday;8922
453;Monday;9077
453;Tuesday;9121
453;Wednesday;7236
453;Thursday;5045
453;Friday;5910
453;Saturday;5324
453;Sunday;5610
454;Monday;9343
454;Tuesday;8879
454;Wednesday;5039
454;Thursday;8570
454;Friday;5165
454;Saturday;7734
454;Sunday;5642
455;Monday;9299
455;Tuesday;7409
455;Wednesday;8284
455;Thursday;5080
455;Friday;9392
455;Saturday;9855
455;Sunday;6939
456;Monday;8038
456;Tuesday;7349
456;Wednesday;9507
456;Thursday;9177
456;Friday;7799
456;Saturday;8649
456;Sunday;9556
457;Monday;7225
457;Tuesday;5335
457;Wednesday;7537
457;Thursday;8826
457;Friday;9385
457;Saturday;6884
457;Sunday;9251
458;Monday;7856
458;Tuesday;6044
458;Wednesday;6028
458;Thursday;6167
458;Friday;9773
458;Saturday;9451
458;Sunday;7055
459;Monday;6335
459;Tuesday;6858
459;Wednesday;6804
459;Thursday;9917
459;Friday;7116
459;Saturday;5310
459;Sunday;9910
460;Monday;9481
460;Tuesday;6183
460;Wednesday;6060
460;Thursday;9621
460;Friday;9519
460;Saturday;9926
460;Sunday;8272
461;Monday;5727
461;Tuesday;6718
461;Wednesday;8062
461;Thursday;9544
461;Friday;9073
461;Saturday;7349
461;Sunday;7198
462;Monday;8584
462;Tuesday;7567
462;Wednesday;8543
462;Thursday;5883
462;Friday;8743
462;Saturday;5503
462;Sunday;9637
463;Monday;9944
463;Tuesday;9719
463;Wednesday;6122
463;Thursday;7493
463;Friday;9253
463;Saturday;7135
463;Sunday;8739
464;Monday;5191
464;Tuesday;5386
464;Wednesday;8810
464;Thursday;8901
464;Friday;5628
464;Saturday;6621
464;Sunday;7782
465;Monday;8266
465;Tuesday;5261
465;Wednesday;9808
465;Thursday;6390
465;Friday;5736
465;Saturday;7916
465;Sunday;7156
466;Monday;7046
466;Tuesday;5720
466;Wednesday;7021
466;Thursday;9096
466;Friday;8007
466;Saturday;6654
466;Sunday;5129
467;Monday;6724
467;Tuesday;9257
467;Wednesday;5192
467;Thursday;8636
467;Friday;5363
467;Saturday;6902
467;Sunday;7773
468;Monday;5927
468;Tuesday;8036
468;Wednesday;8115
468;Thursday;7922
468;Friday;8507
468;Saturday;6462
468;Sunday;8142
469;Monday;8407
469;Tuesday;7907
469;Wednesday;5274
469;Thursday;9477
469;Friday;7042
469;Saturday;6723
469;Sunday;8771
470;Monday;5965
470;Tuesday;6234
470;Wednesday;9724
470;Thursday;8097
470;Friday;6037
470;Saturday;7512
470;Sunday;7699
471;Monday;7345
471;Tuesday;7222
471;Wednesday;6102
471;Thursday;8960
471;Friday;8929
471;Saturday;8291
471;Sunday;7150
472;Monday;9260
472;Tuesday;5001
472;Wednesday;5137
472;Thursday;6573
472;Friday;7781
472;Saturday;5224
472;Sunday;7677
473;Monday;5410
473;Tuesday;6342
473;Wednesday;8484
473;Thursday;5480
473;Friday;5829
473;Saturday;5590
473;Sunday;9286
474;Monday;6839
474;Tuesday;6939
474;Wednesday;8380
474;Thursday;6496
474;Friday;7237
474;Saturday;8269
474;Sunday;7758
475;Monday;6097
475;Tuesday;9201
475;Wednesday;6624
475;Thursday;5423
475;Friday;9505
475;Saturday;7272
475;Sunday;8577
476;Monday;6943
476;Tuesday;8066
476;Wednesday;6466
476;Thursday;6232
476;Friday;5413
476;Saturday;9089
476;Sunday;8241
477;Monday;8907
477;Tuesday;5996
477;Wednesday;5684
477;Thursday;6192
477;Friday;9295
477;Saturday;9316
477;Sunday;5495
478;Monday;5219
478;Tuesday;6266
478;Wednesday;7905
478;Thursday;9890
478;Friday;7459
478;Saturday;7198
478;Sunday;9834
479;Monday;6875
479;Tuesday;7703
479;Wednesday;8091
479;Thursday;5593
479;Friday;7801
479;Saturday;7339
479;Sunday;9430
480;Monday;9206
480;Tuesday;6967
480;Wednesday;9165
480;Thursday;7556
480;Friday;6295
480;Saturday;8916
480;Sunday;6446
481;Monday;9179
481;Tuesday;5139
481;Wednesday;6998
481;Thursday;5291
481;Friday;8410
481;Saturday;6689
481;Sunday;6299
482;Monday;5677
482;Tuesday;5988
482;Wednesday;6044
482;Thursday;5703
482;Friday;5599
482;Saturday;8318
482;Sunday;6730
483;Monday;6659
483;Tuesday;9423
483;Wednesday;6175
483;Thursday;5057
483;Friday;6461
483;Saturday;8255
483;Sunday;5684
484;Monday;9609
484;Tuesday;7871
484;Wednesday;9961
484;Thursday;7066
484;Friday;5270
484;Saturday;8235
484;Sunday;5596
485;Monday;6313
485;Tuesday;8166
485;Wednesday;7055
485;Thursday;8660
485;Friday;5510
485;Saturday;5037
485;Sunday;5942
486;Monday;8218
486;Tuesday;9483
486;Wednesday;8088
486;Thursday;7456
486;Friday;7530
486;Saturday;5081
486;Sunday;8031
487;Monday;5820
487;Tuesday;7823
487;Wednesday;5705
487;Thursday;6065
487;Friday;6948
487;Saturday;6595
487;Sunday;5133
488;Monday;8915
488;Tuesday;5096
488;Wednesday;7419
488;Thursday;8640
488;Friday;8274
488;Saturday;5212
488;Sunday;8096
489;Monday;6885
489;Tuesday;8478
489;Wednesday;9861
489;Thursday;8008
489;Friday;7138
489;Saturday;5579
489;Sunday;6497
490;Monday;9548
490;Tuesday;7222
490;Wednesday;6758
490;Thursday;7451
490;Friday;9884
490;Saturday;8352
490;Sunday;5229
491;Monday;7608
491;Tuesday;7393
491;Wednesday;5523
491;Thursday;5635
491;Friday;7067
491;Saturday;6242
491;Sunday;9066
492;Monday;7593
492;Tuesday;9329
492;Wednesday;7987
492;Thursday;8592
492;Friday;6739
492;Saturday;7681
492;Sunday;9358
493;Monday;9076
493;Tuesday;6432
493;Wednesday;7968
493;Thursday;9781
493;Friday;5803
493;Saturday;6410
493;Sunday;9796
494;Monday;6809
494;Tuesday;8477
494;Wednesday;5783
494;Thursday;9709
494;Friday;8415
494;Saturday;5718
494;Sunday;5377
495;Monday;8951
495;Tuesday;5852
495;Wednesday;8530
495;Thursday;9657
495;Friday;5313
495;Saturday;8502
495;Sunday;6480
496;Monday;6484
496;Tuesday;9528
496;Wednesday;5446
496;Thursday;5121
496;Friday;6945
496;Saturday;5782
496;Sunday;9064
497;Monday;7732
497;Tuesday;6687
497;Wednesday;5820
497;Thursday;5790
497;Friday;9115
497;Saturday;9489
497;Sunday;5608
498;Monday;7095
498;Tuesday;7359
498;Wednesday;7228
498;Thursday;9663
498;Friday;9083
498;Saturday;8108
498;Sunday;5853
499;Monday;7399
499;Tuesday;7141
499;Wednesday;9737
499;Thursday;8901
499;Friday;8766
499;Saturday;5107
499;Sunday;5593
500;Monday;6289
500;Tuesday;5973
500;Wednesday;7960
500;Thursday;7170
500;Friday;6991
500;Saturday;7241
500;Sunday;7936
501;Monday;9545
501;Tuesday;9970
501;Wednesday;6754
501;Thursday;7216
501;Friday;6922
501;Saturday;5825
501;Sunday;7056
502;Monday;5501
502;Tuesday;5995
502;Wednesday;8590
502;Thursday;7474
502;Friday;9950
502;Saturday;7726
502;Sunday;5648
503;Monday;6210
503;Tuesday;5187
503;Wednesday;6986
503;Thursday;5619
503;Friday;7717
503;Saturday;8734
503;Sunday;5065
504;Monday;6554
504;Tuesday;9159
504;Wednesday;6464
504;Thursday;5506
504;Friday;6824
504;Saturday;8230
504;Sunday;9101
505;Monday;9185
505;Tuesday;8842
505;Wednesday;6039
505;Thursday;8674
505;Friday;9575
505;Saturday;8414
505;Sunday;7422
506;Monday;7721
506;Tuesday;6921
506;Wednesday;9282
506;Thursday;9472
506;Friday;5490
506;Saturday;6938
506;Sunday;9261
507;Monday;5260
507;Tuesday;6870
507;Wednesday;5340
507;Thursday;8001
507;Friday;6319
507;Saturday;9566
507;Sunday;9472
508;Monday;9129
508;Tuesday;7273
508;Wednesday;8722
508;Thursday;9465
508;Friday;8115
508;Saturday;9934
508;Sunday;9733
509;Monday;6686
509;Tuesday;6999
509;Wednesday;8935
509;Thursday;7071
509;Friday;5938
509;Saturday;8757
509;Sunday;8370
510;Monday;5569
510;Tuesday;5335
510;Wednesday;7901
510;Thursday;6951
510;Friday;7068
510;Saturday;5628
510;Sunday;5449
511;Monday;7133
511;Tuesday;8706
511;Wednesday;9260
511;Thursday;8767
511;Friday;5737
511;Saturday;5654
511;Sunday;7769
512;Monday;5507
512;Tuesday;8957
512;Wednesday;8450
512;Thursday;6747
512;Friday;6904
512;Saturday;6315
512;Sunday;7830
513;Monday;6038
513;Tuesday;7144
513;Wednesday;7716
513;Thursday;8738
513;Friday;9879
513;Saturday;9008
513;Sunday;6718
514;Monday;6179
514;Tuesday;8486
514;Wednesday;8768
514;Thursday;8805
514;Friday;9089
514;Saturday;9334
514;Sunday;9525
515;Monday;8353
515;Tuesday;7930
515;Wednesday;7890
515;Thursday;7498
515;Friday;9663
515;Saturday;6542
515;Sunday;9388
516;Monday;5253
516;Tuesday;9082
516;Wednesday;6074
516;Thursday;6559
516;Friday;5610
516;Saturday;6823
516;Sunday;5103
517;Monday;7717
517;Tuesday;7433
517;Wednesday;6722
517;Thursday;7195
517;Friday;8794
517;Saturday;6683
517;Sunday;6063
518;Monday;7504
518;Tuesday;9477
518;Wednesday;7868
518;Thursday;5152
518;Friday;7093
518;Saturday;7613
518;Sunday;9094
519;Monday;7988
519;Tuesday;8915
519;Wednesday;8158
519;Thursday;8036
519;Friday;8176
519;Saturday;7836
519;Sunday;6522
520;Monday;6102
520;Tuesday;5201
520;Wednesday;6928
520;Thursday;6893
520;Friday;9965
520;Saturday;5796
520;Sunday;7325
521;Monday;6100
521;Tuesday;9245
521;Wednesday;9386
521;Thursday;7150
521;Friday;9555
521;Saturday;8231
521;Sunday;9270
522;Monday;9940
522;Tuesday;6676
522;Wednesday;7719
522;Thursday;9609
522;Friday;9763
522;Saturday;8847
522;Sunday;6456
523;Monday;5786
523;Tuesday;9939
523;Wednesday;6086
523;Thursday;8257
523;Friday;5441
523;Saturday;8811
523;Sunday;5964
524;Monday;7340
524;Tuesday;8337
524;Wednesday;9029
524;Thursday;5498
524;Friday;9681
524;Saturday;6064
524;Sunday;6667
525;Monday;8789
525;Tuesday;9202
525;Wednesday;7181
525;Thursday;8458
525;Friday;9770
525;Saturday;6157
525;Sunday;6260
526;Monday;8787
526;Tuesday;6707
526;Wednesday;7040
526;Thursday;5210
526;Friday;9714
526;Saturday;9832
526;Sunday;8530
527;Monday;8666
527;Tuesday;5172
527;Wednesday;8794
527;Thursday;8764
527;Friday;7992
527;Saturday;9337
527;Sunday;6644
528;Monday;8099
528;Tuesday;8534
528;Wednesday;5881
528;Thursday;9178
528;Friday;9950
528;Saturday;9214
528;Sunday;6282
529;Monday;8246
529;Tuesday;9513
529;Wednesday;8631
529;Thursday;5651
529;Friday;8686
529;Saturday;9478
529;Sunday;5304
530;Monday;5403
530;Tuesday;8449
530;Wednesday;6952
530;Thursday;5804
530;Friday;6466
530;Saturday;9412
530;Sunday;8678
531;Monday;7726
531;Tuesday;5218
531;Wednesday;5557
531;Thursday;9168
531;Friday;7074
531;Saturday;9067
531;Sunday;8608
532;Monday;5162
532;Tuesday;5920
532;Wednesday;8408
532;Thursday;8304
532;Friday;6874
532;Saturday;8280
532;Sunday;6386
533;Monday;5704
533;Tuesday;5271
533;Wednesday;8585
533;Thursday;6728
533;Friday;9672
533;Saturday;5813
533;Sunday;5782
534;Monday;9749
534;Tuesday;6421
534;Wednesday;8929
534;Thursday;6675
534;Friday;5201
534;Saturday;6698
534;Sunday;7232
535;Monday;8954
535;Tuesday;6672
535;Wednesday;9944
535;Thursday;7261
535;Friday;5025
535;Saturday;9501
535;Sunday;5608
536;Monday;8830
536;Tuesday;8351
536;Wednesday;8819
536;Thursday;9985
536;Friday;8847
536;Saturday;7824
536;Sunday;8643
537;Monday;9068
537;Tuesday;9089
537;Wednesday;7185
537;Thursday;9970
537;Friday;5018
537;Saturday;8343
537;Sunday;7003
538;Monday;8601
538;Tuesday;8507
538;Wednesday;5787
538;Thursday;9141
538;Friday;6902
538;Saturday;9961
538;Sunday;8932
539;Monday;9153
539;Tuesday;5031
539;Wednesday;7081
539;Thursday;9264
539;Friday;7495
539;Saturday;5076
539;Sunday;7933
540;Monday;9598
540;Tuesday;5021
540;Wednesday;6057
540;Thursday;9426
540;Friday;7809
540;Saturday;6472
540;Sunday;6305
541;Monday;8796
541;Tuesday;6784
541;Wednesday;6560
541;Thursday;6519
541;Friday;5589
541;Saturday;9473
541;Sunday;5978
542;Monday;8580
542;Tuesday;8485
542;Wednesday;8892
542;Thursday;6483
542;Friday;6678
542;Saturday;8906
542;Sunday;5053
543;Monday;9053
543;Tuesday;5052
543;Wednesday;5510
543;Thursday;9381
543;Friday;7022
543;Saturday;9689
543;Sunday;5987
544;Monday;7765
544;Tuesday;8586
544;Wednesday;6863
544;Thursday;6779
544;Friday;9400
544;Saturday;7607
544;Sunday;9599
545;Monday;8103
545;Tuesday;8562
545;Wednesday;7632
545;Thursday;6890
545;Friday;8688
545;Saturday;6328
545;Sunday;5322
546;Monday;6664
546;Tuesday;5871
546;Wednesday;8931
546;Thursday;6313
546;Friday;9539
546;Saturday;6396
546;Sunday;6354
547;Monday;7746
547;Tuesday;5592
547;Wednesday;6495
547;Thursday;6352
547;Friday;6534
547;Saturday;8385
547;Sunday;5161
548;Monday;6926
548;Tuesday;7938
548;Wednesday;6771
548;Thursday;5044
548;Friday;5820
548;Saturday;5079
548;Sunday;5356
549;Monday;9502
549;Tuesday;6057
549;Wednesday;7283
549;Thursday;8562
549;Friday;9981
549;Saturday;9274
549;Sunday;7847
550;Monday;6618
550;Tuesday;6542
550;Wednesday;9623
550;Thursday;8566
550;Friday;5456
550;Saturday;5102
550;Sunday;5461
551;Monday;8483
551;Tuesday;6883
551;Wednesday;8579
551;Thursday;9174
551;Friday;9355
551;Saturday;7345
551;Sunday;6805
552;Monday;7872
552;Tuesday;6235
552;Wednesday;7566
552;Thursday;7534
552;Friday;7540
552;Saturday;6027
552;Sunday;6962
553;Monday;7911
553;Tuesday;7698
553;Wednesday;9822
553;Thursday;7559
553;Friday;5808
553;Saturday;6795
553;Sunday;6824
554;Monday;9469
554;Tuesday;7141
554;Wednesday;7835
554;Thursday;6305
554;Friday;9375
554;Saturday;5025
554;Sunday;6935
555;Monday;5691
555;Tuesday;7086
555;Wednesday;9433
555;Thursday;5999
555;Friday;8108
555;Saturday;9077
555;Sunday;9507
556;Monday;9266
556;Tuesday;5332
556;Wednesday;9345
556;Thursday;7378
556;Friday;6470
556;Saturday;5248
556;Sunday;7747
557;Monday;7725
557;Tuesday;6633
557;Wednesday;5492
557;Thursday;5846
557;Friday;6508
557;Saturday;6890
557;Sunday;9911
558;Monday;9901
558;Tuesday;8708
558;Wednesday;8061
558;Thursday;7475
558;Friday;8299
558;Saturday;5524
558;Sunday;7719
559;Monday;5652
559;Tuesday;5770
559;Wednesday;7831
559;Thursday;7553
559;Friday;6571
559;Saturday;9893
559;Sunday;9948
560;Monday;9159
560;Tuesday;5345
560;Wednesday;5824
560;Thursday;6732
560;Friday;5592
560;Saturday;9898
560;Sunday;7058
561;Monday;9258
561;Tuesday;6313
561;Wednesday;7689
561;Thursday;7249
561;Friday;6877
561;Saturday;6019
561;Sunday;5754
562;Monday;6793
562;Tuesday;9406
562;Wednesday;6267
562;Thursday;6248
562;Friday;6831
562;Saturday;7236
562;Sunday;7505
563;Monday;9542
563;Tuesday;5410
563;Wednesday;7178
563;Thursday;7115
563;Friday;7187
563;Saturday;9864
563;Sunday;8674
564;Monday;5901
564;Tuesday;7166
564;Wednesday;6391
564;Thursday;9260
564;Friday;9641
564;Saturday;8768
564;Sunday;7040
565;Monday;5101
565;Tuesday;7266
565;Wednesday;8940
565;Thursday;6797
565;Friday;8173
565;Saturday;8436
565;Sunday;8193
566;Monday;8530
566;Tuesday;9123
566;Wednesday;8830
566;Thursday;8816
566;Friday;8275
566;Saturday;5851
566;Sunday;5229
567;Monday;5048
567;Tuesday;9585
567;Wednesday;5668
567;Thursday;6716
567;Friday;5693
567;Saturday;9362
567;Sunday;5079
568;Monday;8493
568;Tuesday;7013
568;Wednesday;6421
568;Thursday;9486
568;Friday;7682
568;Saturday;6723
568;Sunday;5625
569;Monday;8892
569;Tuesday;6215
569;Wednesday;5042
569;Thursday;5142
569;Friday;9523
569;Saturday;8172
569;Sunday;9569
570;Monday;9431
570;Tuesday;6519
570;Wednesday;5774
570;Thursday;7088
570;Friday;6795
570;Saturday;7366
570;Sunday;8638
571;Monday;6923
571;Tuesday;8052
571;Wednesday;9881
571;Thursday;9424
571;Friday;6618
571;Saturday;6807
571;Sunday;5384
572;Monday;8404
572;Tuesday;7757
572;Wednesday;8777
572;Thursday;5769
572;Friday;7196
572;Saturday;7143
572;Sunday;6560
573;Monday;8794
573;Tuesday;5937
573;Wednesday;8013
573;Thursday;6355
573;Friday;9152
573;Saturday;9112
573;Sunday;7898
574;Monday;9598
574;Tuesday;7058
574;Wednesday;8935
574;Thursday;9948
574;Friday;5539
574;Saturday;5513
574;Sunday;7029
575;Monday;9460
575;Tuesday;5256
575;Wednesday;5373
575;Thursday;8722
575;Friday;9135
575;Saturday;9432
575;Sunday;6586
576;Monday;6889
576;Tuesday;9322
576;Wednesday;5748
576;Thursday;7698
576;Friday;8015
576;Saturday;5557
576;Sunday;8622
577;Monday;6861
577;Tuesday;8151
577;Wednesday;5332
577;Thursday;7012
577;Friday;8406
577;Saturday;5594
577;Sunday;9386
578;Monday;9506
578;Tuesday;8768
578;Wednesday;7404
578;Thursday;9667
578;Friday;8786
578;Saturday;7899
578;Sunday;9850
579;Monday;8109
579;Tuesday;8414
579;Wednesday;5639
579;Thursday;9162
579;Friday;9156
579;Saturday;9707
579;Sunday;5956
580;Monday;7669
580;Tuesday;5674
580;Wednesday;9571
580;Thursday;8362
580;Friday;8399
580;Saturday;7373
580;Sunday;8076
581;Monday;6159
581;Tuesday;5712
581;Wednesday;9196
581;Thursday;5996
581;Friday;5483
581;Saturday;5739
581;Sunday;5835
582;Monday;6891
582;Tuesday;5339
582;Wednesday;8635
582;Thursday;9975
582;Friday;5804
582;Saturday;8346
582;Sunday;6540
583;Monday;8213
583;Tuesday;9781
583;Wednesday;5360
583;Thursday;6586
583;Friday;9754
583;Saturday;9572
583;Sunday;5389
584;Monday;6034
584;Tuesday;8781
584;Wednesday;9133
584;Thursday;9425
584;Friday;7138
584;Saturday;5910
584;Sunday;5347
585;Monday;7994
585;Tuesday;5205
585;Wednesday;5686
585;Thursday;8649
585;Friday;7670
585;Saturday;5247
585;Sunday;7536
586;Monday;5057
586;Tuesday;9511
586;Wednesday;8567
586;Thursday;6454
586;Friday;8250
586;Saturday;8984
586;Sunday;8041
587;Monday;6863
587;Tuesday;7110
587;Wednesday;6543
587;Thursday;5509
587;Friday;6109
587;Saturday;7240
587;Sunday;5069
588;Monday;8309
588;Tuesday;5036
588;Wednesday;8595
588;Thursday;8763
588;Friday;6810
588;Saturday;5528
588;Sunday;8767
589;Monday;7271
589;Tuesday;9350
589;Wednesday;5189
589;Thursday;7718
589;Friday;6613
589;Saturday;7355
589;Sunday;8997
590;Monday;6294
590;Tuesday;5039
590;Wednesday;5451
590;Thursday;6695
590;Friday;8703
590;Saturday;9077
590;Sunday;9124
591;Monday;7720
591;Tuesday;8373
591;Wednesday;5915
591;Thursday;8124
591;Friday;8107
591;Saturday;5059
591;Sunday;5683
592;Monday;8837
592;Tuesday;6394
592;Wednesday;6334
592;Thursday;8509
592;Friday;8022
592;Saturday;7017
592;Sunday;9061
593;Monday;8281
593;Tuesday;6047
593;Wednesday;5687
593;Thursday;8608
593;Friday;5578
593;Saturday;7258
593;Sunday;9825
594;Monday;5563
594;Tuesday;9519
594;Wednesday;6526
594;Thursday;7870
594;Friday;5911
594;Saturday;9369
594;Sunday;8275
595;Monday;5639
595;Tuesday;9425
595;Wednesday;5694
595;Thursday;7337
595;Friday;9940
595;Saturday;7300
595;Sunday;9568
596;Monday;7476
596;Tuesday;9802
596;Wednesday;6368
596;Thursday;7287
596;Friday;6248
596;Saturday;7590
596;Sunday;6855
597;Monday;5913
597;Tuesday;5546
597;Wednesday;7222
597;Thursday;6003
597;Friday;5965
597;Saturday;8017
597;Sunday;9104
598;Monday;6194
598;Tuesday;5413
598;Wednesday;6127
598;Thursday;8571
598;Friday;6056
598;Saturday;9142
598;Sunday;9578
599;Monday;8668
599;Tuesday;5033
599;Wednesday;9648
599;Thursday;5399
599;Friday;9495
599;Saturday;6638
599;Sunday;5128
600;Monday;7572
600;Tuesday;6087
