Date;Morning;Noon;Evening;Average
2028-10-01;10.4804;5.5463;4.2346;6.7538
2028-10-02;9.3016;7.4173;9.9790;8.8993
2028-10-03;10.0741;10.2588;11.2535;10.5288
2028-10-04;11.4523;4.1954;10.3112;8.6530
2028-10-05;6.0878;8.3191;6.0165;6.8078
2028-10-06;4.1401;9.9057;5.0449;6.3636
2028-10-07;8.7825;11.2515;7.6399;9.2246
2028-10-08;6.2515;8.7175;6.6955;7.2215
2028-10-09;8.1155;6.5925;6.2646;6.9909
2028-10-10;6.7676;6.3639;7.6619;6.9311
2028-10-11;9.9431;6.5020;11.0727;9.1726
2028-10-12;9.5527;4.1145;6.6860;6.7844
2028-10-13;10.3941;5.5938;6.7445;7.5775
2028-10-14;9.5158;7.9619;5.3075;7.5951
2028-10-15;11.7629;5.4866;4.1860;7.1452
2028-10-16;5.4145;8.6381;4.4654;6.1727
2028-10-17;10.9221;3.7824;7.0721;7.2589
2028-10-18;4.7421;9.9757;11.1705;8.6294
2028-10-19;8.9414;4.5875;9.6642;7.7310
2028-10-20;7.1829;10.7427;4.2409;7.3888
2028-10-21;8.8125;5.7367;5.2826;6.6106
2028-10-22;11.7076;7.2841;6.9188;8.6368
2028-10-23;6.5027;8.8997;6.0559;7.1528
2028-10-24;9.0701;9.8784;7.0026;8.6504
2028-10-25;10.4757;5.7553;9.6557;8.6289
2028-10-26;8.6204;6.0161;5.6175;6.7513
2028-10-27;9.6705;5.8486;11.2269;8.9153
2028-10-28;4.4093;9.1793;10.4675;8.0187
2028-10-29;6.3020;6.1806;5.8911;6.1246
2028-10-30;10.7593;6.4505;10.4348;9.2149
2028-10-31;6.1852;3.9343;9.9779;6.6991
2028-11-01;9.2207;4.5109;6.0659;6.5992
2028-11-02;4.2531;8.1653;9.6083;7.3422
2028-11-03;6.3096;9.5980;6.7453;7.5510
2028-11-04;11.6530;9.9952;7.2509;9.6330
2028-11-05;7.5400;5.6183;3.5419;5.5667
2028-11-06;3.6905;6.1222;8.5823;6.1317
2028-11-07;7.5726;10.5453;6.3955;8.1711
2028-11-08;5.7733;5.6611;6.7146;6.0497
2028-11-09;10.4225;5.6130;10.1968;8.7441
2028-11-10;5.9600;10.3054;9.6541;8.6398
2028-11-11;3.5489;4.5180;10.4526;6.1732
2028-11-12;4.5056;4.9241;6.5527;5.3275
2028-11-13;6.7933;3.7224;8.6630;6.3929
2028-11-14;6.9856;4.9280;10.1891;7.3676
2028-11-15;5.0929;4.5816;9.1788;6.2844
2028-11-16;4.2695;3.9856;6.6127;4.9559
2028-11-17;11.5301;5.5911;7.7408;8.2873
2028-11-18;11.8870;6.1674;10.1182;9.3909
2028-11-19;6.8888;8.6948;5.6172;7.0669
2028-11-20;7.0596;7.5915;4.9492;6.5334
2028-11-21;6.0745;9.3404;7.9994;7.8048
2028-11-22;8.2519;7.1473;3.7241;6.3744
2028-11-23;7.0999;5.4559;8.6348;7.0635
2028-11-24;7.1606;7.0692;4.9832;6.4043
2028-11-25;7.5118;9.4678;11.8784;9.6193
2028-11-26;6.6640;11.9648;9.8947;9.5078
2028-11-27;10.4061;5.7517;9.7909;8.6496
2028-11-28;5.5758;7.7973;11.5900;8.3210
2028-11-29;7.6346;10.8364;6.6892;8.3867
2028-11-30;11.9355;8.8262;4.1061;8.2893
2028-12-01;6.1180;7.2268;9.9377;7.7608
2028-12-02;4.2169;5.2017;7.5525;5.6570
2028-12-03;5.6212;5.4429;5.9476;5.6706
2028-12-04;6.6813;10.0649;10.6141;9.1201
2028-12-05;9.3608;3.9539;3.6824;5.6657
2028-12-06;3.7256;7.5076;6.8723;6.0352
2028-12-07;11.6202;8.0689;3.7568;7.8153
2028-12-08;7.7700;4.5638;10.2516;7.5285
2028-12-09;6.9926;4.8958;4.9717;5.6200
2028-12-10;5.2342;6.3887;10.9791;7.5340
2028-12-11;10.2340;7.6527;4.0833;7.3233
2028-12-12;3.5616;4.7250;10.2578;6.1815
2028-12-13;8.4694;3.9994;6.5672;6.3453
2028-12-14;7.6539;5.5882;10.6018;7.9480
2028-12-15;4.1371;4.6302;7.8635;5.5436
2028-12-16;9.7939;6.8757;8.4717;8.3804
2028-12-17;9.9576;11.7288;7.7379;9.8081
2028-12-18;6.2260;5.9683;10.2394;7.4779
2028-12-19;7.0847;10.7263;8.3428;8.7179
2028-12-20;7.0293;11.3109;5.1781;7.8394
2028-12-21;8.4421;5.6617;3.5960;5.8999
2028-12-22;4.9949;10.6544;9.0125;8.2206
2028-12-23;6.6865;6.2942;8.0604;7.0137
2028-12-24;6.5415;8.3608;3.9230;6.2751
2028-12-25;10.9472;4.4307;3.5069;6.2949
2028-12-26;10.2695;10.4483;5.7517;8.8232
2028-12-27;9.4258;6.2889;6.8310;7.5152
2028-12-28;3.6474;9.6223;6.3185;6.5294
2028-12-29;4.3768;3.6674;10.5886;6.2109
2028-12-30;6.1020;7.8859;4.4958;6.1612
2028-12-31;9.3384;5.1096;6.0445;6.8308
2029-01-01;6.2723;6.5390;8.1862;6.9992
2029-01-02;8.3094;5.1852;7.8368;7.1105
2029-01-03;8.5046;4.7538;6.3684;6.5423
2029-01-04;8.0042;9.9532;10.7757;9.5777
2029-01-05;3.6237;9.0445;11.5154;8.0612
2029-01-06;8.8060;11.7383;9.1480;9.8974
2029-01-07;6.6465;7.7110;4.5399;6.2991
2029-01-08;3.7541;5.2605;4.7407;4.5851
2029-01-09;6.8019;4.8706;8.0853;6.5859
2029-01-10;5.3447;11.9744;6.4595;7.9262
2029-01-11;8.7809;11.5607;7.1758;9.1725
2029-01-12;9.9359;4.6703;10.9017;8.5026
2029-01-13;7.1924;8.0239;7.5077;7.5747
2029-01-14;8.1381;11.2100;11.9109;10.4197
2029-01-15;8.7944;9.6397;11.0580;9.8307
2029-01-16;7.3793;5.4799;11.0343;7.9645
2029-01-17;6.8906;10.0188;6.4294;7.7796
2029-01-18;6.8205;3.7430;5.4036;5.3224
2029-01-19;6.8597;10.7109;5.1844;7.5850
2029-01-20;6.5020;9.3918;8.5871;8.1603
2029-01-21;9.6646;9.3613;7.5125;8.8461
2029-01-22;8.9466;11.8553;7.0977;9.2999
2029-01-23;8.7175;7.5269;11.1998;9.1481
2029-01-24;9.4208;6.0730;8.0737;7.8558
2029-01-25;4.4273;7.6069;9.0777;7.0373
2029-01-26;6.5944;6.0615;8.2559;6.9706
2029-01-27;9.9690;10.6140;10.0658;10.2163
2029-01-28;3.7252;10.8719;8.4920;7.6964
2029-01-29;9.4528;5.6424;11.4367;8.8440
2029-01-30;9.2647;6.4282;9.4371;8.3767
2029-01-31;11.0537;10.4963;5.2185;8.9228
2029-02-01;6.1617;4.9427;10.7167;7.2737
2029-02-02;10.9401;4.5543;3.7440;6.4128
2029-02-03;7.6258;10.4849;10.0801;9.3969
2029-02-04;7.3383;10.6874;4.3226;7.4494
2029-02-05;10.2898;8.1110;5.1845;7.8618
2029-02-06;9.1061;4.0454;11.7543;8.3019
2029-02-07;11.2972;7.8779;9.7623;9.6458
2029-02-08;10.4676;8.3769;11.0794;9.9746
2029-02-09;11.7571;7.5684;5.9341;8.4199
2029-02-10;4.4114;9.0216;5.7799;6.4043
2029-02-11;5.6233;4.6954;8.0447;6.1211
2029-02-12;4.3919;10.5145;4.8760;6.5941
2029-02-13;6.3017;10.0545;11.4540;9.2701
2029-02-14;8.9427;5.1848;11.6902;8.6059
2029-02-15;4.4617;8.5060;11.8695;8.2791
2029-02-16;6.3659;8.4666;4.0383;6.2903
2029-02-17;9.6855;7.9558;11.8723;9.8379
2029-02-18;5.5561;8.9790;7.3571;7.2974
2029-02-19;8.8502;9.0597;8.3624;8.7574
2029-02-20;9.2650;11.8866;7.2409;9.4642
2029-02-21;7.7843;4.8209;4.2817;5.6290
2029-02-22;3.9949;11.4548;11.8006;9.0834
2029-02-23;4.9464;3.5100;6.1742;4.8769
2029-02-24;9.1939;4.5045;9.6540;7.7841
2029-02-25;8.6910;6.5900;5.9436;7.0749
2029-02-26;5.8835;6.8946;5.1041;5.9607
2029-02-27;4.2953;11.1767;5.0443;6.8388
2029-02-28;7.1813;8.3598;6.9902;7.5104
2029-03-01;9.5778;4.1373;9.7559;7.8237
2029-03-02;5.3710;6.9510;5.2914;5.8711
2029-03-03;7.0283;10.7064;7.7737;8.5028
2029-03-04;7.4711;6.6078;9.4664;7.8484
2029-03-05;11.4690;11.2681;8.2572;10.3314
2029-03-06;7.8229;5.9982;6.7762;6.8658
2029-03-07;7.9202;6.4165;6.1917;6.8428
2029-03-08;8.7723;8.6935;11.9645;9.8101
2029-03-09;5.1154;6.7515;6.4204;6.0958
2029-03-10;10.1607;8.7603;11.8879;10.2696
2029-03-11;3.8981;5.3236;11.9139;7.0452
2029-03-12;4.9323;9.6775;10.0098;8.2065
2029-03-13;6.1195;5.9836;7.7997;6.6343
2029-03-14;10.1792;4.0701;5.4583;6.5692
2029-03-15;8.6924;10.0702;10.5539;9.7722
2029-03-16;6.7531;5.6205;9.5381;7.3039
2029-03-17;4.2992;6.5385;7.6395;6.1591
2029-03-18;5.7777;11.8476;8.2213;8.6155
2029-03-19;11.4335;11.5450;11.1685;11.3823
2029-03-20;8.6882;8.8418;4.5156;7.3485
2029-03-21;6.4675;8.5501;3.5498;6.1891
2029-03-22;10.6954;7.7824;5.0335;7.8371
2029-03-23;10.3926;5.9134;4.2792;6.8617
2029-03-24;11.5513;6.7410;4.7466;7.6796
2029-03-25;10.1459;9.9502;5.7999;8.6320
2029-03-26;10.1813;3.8467;3.7993;5.9424
2029-03-27;9.8017;3.5060;4.4944;5.9340
2029-03-28;4.5969;10.7226;6.2269;7.1821
2029-03-29;8.4003;3.5169;9.3030;7.0734
2029-03-30;4.5033;7.4148;10.9703;7.6295
2029-03-31;10.1744;9.0026;7.5898;8.9223
2029-04-01;5.1896;3.6689;9.7582;6.2056
2029-04-02;11.5636;8.7322;8.8480;9.7146
2029-04-03;4.3487;7.0419;6.7202;6.0369
2029-04-04;7.8720;7.8737;6.9724;7.5727
2029-04-05;7.8189;8.3119;4.4106;6.8471
2029-04-06;5.5388;9.8530;7.2853;7.5590
2029-04-07;4.7945;10.9307;7.3718;7.6990
2029-04-08;6.0607;8.4532;3.9073;6.1404
2029-04-09;7.7302;7.3789;6.5477;7.2189
2029-04-10;4.8007;8.9317;7.9191;7.2172
2029-04-11;4.3541;6.7069;10.2206;7.0939
2029-04-12;4.7479;3.9103;9.3439;6.0007
2029-04-13;4.6253;8.8139;10.7590;8.0661
2029-04-14;9.5872;7.3146;9.2386;8.7135
2029-04-15;7.1249;11.0298;7.2887;8.4811
2029-04-16;9.1504;5.8395;7.9138;7.6346
2029-04-17;11.7951;5.2673;9.3784;8.8136
2029-04-18;8.9127;11.5183;11.3115;10.5808
2029-04-19;4.8688;11.6887;11.5240;9.3605
2029-04-20;9.0509;6.0163;5.9840;7.0171
2029-04-21;7.4432;5.4637;11.6131;8.1733
2029-04-22;9.8304;9.6708;10.7412;10.0808
2029-04-23;11.9324;10.3144;9.8602;10.7023
2029-04-24;6.6422;6.5060;9.5401;7.5628
2029-04-25;9.4321;9.8173;6.0147;8.4214
2029-04-26;7.6974;5.0580;5.4163;6.0572
2029-04-27;5.2203;10.6279;9.7132;8.5205
2029-04-28;10.7190;5.5439;10.1124;8.7918
2029-04-29;7.7721;3.8046;10.8179;7.4649
2029-04-30;5.2991;11.4526;7.3276;8.0264
2029-05-01;7.7827;6.8057;9.0375;7.8753
2029-05-02;8.7622;8.0873;10.0906;8.9800
2029-05-03;6.3478;7.8835;5.6986;6.6433
2029-05-04;4.3068;3.5228;10.9913;6.2736
2029-05-05;5.8705;5.5028;10.8684;7.4139
2029-05-06;4.9660;7.7635;10.9953;7.9083
2029-05-07;5.2396;8.6854;6.8189;6.9146
2029-05-08;11.4830;11.0140;5.7974;9.4315
2029-05-09;7.9448;6.4848;4.8983;6.4426
2029-05-10;8.3691;6.0659;7.0862;7.1737
2029-05-11;7.6916;11.1841;7.2392;8.7050
2029-05-12;9.9949;6.3642;8.9373;8.4321
2029-05-13;7.7989;5.5489;7.1713;6.8397
2029-05-14;6.1625;4.4697;9.6890;6.7737
2029-05-15;11.6160;5.4765;4.3229;7.1385
2029-05-16;7.3672;6.3875;9.3981;7.7176
2029-05-17;8.0719;10.8461;10.3924;9.7701
2029-05-18;7.1798;8.6280;4.0248;6.6109
2029-05-19;6.4429;8.3382;11.4399;8.7403
2029-05-20;11.5604;5.2901;11.8434;9.5646
2029-05-21;8.3575;10.7719;7.8599;8.9964
2029-05-22;5.0198;6.2893;10.6097;7.3063
2029-05-23;7.7623;10.4782;9.6699;9.3035
2029-05-24;5.5434;6.7159;8.0477;6.7690
2029-05-25;7.7914;5.1493;8.2992;7.0800
2029-05-26;11.3816;5.3577;10.0977;8.9457
2029-05-27;9.3470;10.0537;7.8293;9.0767
2029-05-28;9.8593;7.8244;11.4805;9.7214
2029-05-29;4.8774;5.6695;9.0784;6.5418
2029-05-30;8.0662;5.7500;3.7413;5.8525
2029-05-31;9.6023;7.2572;11.3406;9.4000
2029-06-01;8.1193;3.8920;5.3943;5.8019
2029-06-02;9.8348;9.2048;3.9501;7.6632
2029-06-03;7.6540;5.4673;3.5576;5.5596
2029-06-04;8.9005;10.6169;4.0041;7.8405
2029-06-05;11.8515;8.7084;9.8275;10.1291
2029-06-06;9.6512;9.8207;7.2058;8.8926
2029-06-07;4.5817;9.6596;3.8330;6.0248
2029-06-08;7.8097;7.7962;9.3221;8.3093
2029-06-09;6.1606;3.5916;7.3385;5.6969
2029-06-10;8.8015;10.4384;9.7297;9.6565
2029-06-11;6.7285;8.8162;11.6110;9.0519
2029-06-12;4.0514;9.6254;5.0053;6.2274
2029-06-13;8.7841;6.4032;10.2536;8.4803
2029-06-14;6.0681;6.5181;6.2974;6.2945
2029-06-15;4.8622;5.3304;6.4773;5.5566
2029-06-16;9.1180;7.7701;10.7013;9.1965
2029-06-17;11.3503;11.6757;3.7432;8.9231
2029-06-18;9.6616;8.3969;3.8205;7.2930
2029-06-19;5.4833;5.9561;6.8332;6.0909
2029-06-20;5.8268;6.4454;11.3977;7.8900
2029-06-21;11.1358;4.1583;10.9405;8.7449
2029-06-22;3.6208;10.9301;7.0893;7.2134
2029-06-23;5.6150;5.1233;10.5448;7.0944
2029-06-24;9.3795;9.1138;8.0669;8.8534
2029-06-25;6.2714;11.0633;8.5344;8.6230
2029-06-26;7.3398;9.4748;5.0696;7.2947
2029-06-27;6.6909;6.1395;8.5745;7.1350
2029-06-28;11.7805;4.1996;10.6472;8.8758
2029-06-29;8.4593;3.5219;11.1141;7.6984
2029-06-30;8.4402;6.5438;10.0469;8.3436
2029-07-01;11.9604;8.3857;6.3929;8.9130
2029-07-02;9.7948;7.7776;11.7888;9.7871
2029-07-03;8.9397;10.4303;10.3760;9.9153
2029-07-04;10.2927;5.6462;10.0159;8.6516
2029-07-05;8.2828;9.0944;6.2704;7.8825
2029-07-06;9.0310;9.8740;9.5837;9.4962
2029-07-07;10.6888;5.4701;5.8137;7.3242
2029-07-08;6.4393;4.4677;8.1410;6.3493
2029-07-09;9.9566;7.9912;9.7816;9.2431
2029-07-10;4.6915;4.2104;8.2888;5.7302
2029-07-11;11.3649;7.6123;9.2441;9.4071
2029-07-12;7.2639;6.8895;11.2077;8.4537
2029-07-13;9.7529;11.1025;10.6480;10.5011
2029-07-14;6.9962;10.7942;9.4349;9.0751
2029-07-15;6.2128;8.3524;8.6044;7.7232
2029-07-16;4.9540;6.6105;8.6445;6.7363
2029-07-17;8.1116;5.6611;7.1248;6.9658
2029-07-18;5.9773;6.0312;9.0224;7.0103
2029-07-19;5.5416;9.1915;10.7910;8.5080
2029-07-20;10.2725;4.6149;7.7500;7.5458
2029-07-21;9.9136;9.2209;10.4190;9.8512
2029-07-22;6.6591;5.8447;4.5226;5.6755
2029-07-23;9.3526;8.9213;5.3694;7.8811
2029-07-24;7.9204;9.0004;8.8677;8.5962
2029-07-25;5.3458;10.2823;6.1141;7.2474
2029-07-26;6.2244;11.1606;7.8044;8.3965
2029-07-27;6.2835;9.8118;4.8110;6.9688
2029-07-28;7.8255;10.1895;8.4912;8.8354
2029-07-29;11.9877;9.8137;3.7628;8.5214
2029-07-30;9.5775;6.9017;7.6482;8.0425
2029-07-31;4.2954;9.0894;5.1703;6.1850
2029-08-01;3.7191;4.3182;8.7582;5.5985
2029-08-02;10.7435;6.3063;9.3674;8.8057
2029-08-03;4.2650;11.4484;10.9318;8.8817
2029-08-04;6.1524;5.4122;7.6229;6.3958
2029-08-05;8.0773;7.1843;11.8196;9.0271
2029-08-06;10.7732;8.3443;7.2338;8.7838
2029-08-07;4.3147;5.1557;11.6991;7.0565
2029-08-08;8.2518;8.2337;10.4274;8.9710
2029-08-09;11.1261;6.7030;4.8642;7.5644
2029-08-10;6.0174;8.2129;9.3276;7.8526
2029-08-11;10.7486;6.0997;10.1081;8.9855
2029-08-12;7.9337;4.7291;10.0058;7.5562
2029-08-13;3.9372;7.2712;8.9412;6.7165
2029-08-14;3.5228;5.2542;10.6817;6.4862
2029-08-15;7.1189;7.3036;5.6917;6.7047
2029-08-16;5.5485;10.3109;8.0928;7.9841
2029-08-17;9.4214;3.5669;5.0827;6.0237
2029-08-18;4.0010;4.6593;6.3556;5.0053
2029-08-19;5.3557;5.4703;5.3957;5.4072
2029-08-20;11.3091;11.0389;10.2453;10.8644
2029-08-21;7.7393;7.6878;7.5262;7.6511
2029-08-22;6.7236;8.1251;10.9156;8.5881
2029-08-23;8.1007;11.0547;5.7044;8.2866
2029-08-24;7.8211;10.6038;9.7088;9.3779
2029-08-25;8.0705;9.1862;5.7501;7.6689
2029-08-26;11.3915;7.1003;9.3748;9.2889
2029-08-27;8.0487;8.3431;5.1916;7.1945
2029-08-28;6.4605;4.6654;5.5519;5.5593
2029-08-29;8.4995;5.0854;11.6898;8.4249
2029-08-30;10.9769;8.0959;6.7413;8.6047
2029-08-31;4.8330;10.9993;11.5337;9.1220
2029-09-01;10.0309;10.4152;7.5475;9.3312
2029-09-02;11.8930;9.9333;6.1000;9.3088
2029-09-03;7.2062;9.0071;9.0230;8.4121
2029-09-04;9.9632;11.9963;8.0134;9.9910
2029-09-05;11.3850;5.2705;11.4858;9.3804
2029-09-06;4.9272;8.1104;4.7487;5.9288
2029-09-07;11.4883;6.3068;8.5343;8.7765
2029-09-08;8.1010;7.3785;6.2217;7.2337
2029-09-09;6.0091;7.9744;4.7566;6.2467
2029-09-10;8.7740;4.4905;5.1042;6.1229
2029-09-11;8.8508;7.9689;5.7865;7.5354
2029-09-12;10.8434;10.2383;10.6442;10.5753
2029-09-13;9.6247;5.8340;8.3927;7.9505
2029-09-14;8.0902;5.5755;9.0806;7.5821
2029-09-15;11.1596;11.5278;4.5869;9.0914
2029-09-16;4.3245;10.1646;10.8520;8.4470
2029-09-17;4.0532;4.4126;7.7152;5.3937
2029-09-18;8.1858;10.5614;5.9500;8.2324
2029-09-19;8.7571;8.1619;6.1105;7.6765
2029-09-20;4.8163;9.1353;4.6227;6.1914
2029-09-21;11.1094;5.0998;5.8733;7.3608
2029-09-22;7.4226;8.6873;9.3676;8.4925
2029-09-23;6.1287;7.5114;8.7172;7.4524
2029-09-24;9.5366;7.7970;8.4701;8.6012
2029-09-25;9.8442;10.2119;6.6071;8.8877
2029-09-26;7.9092;4.6264;4.3068;5.6141
2029-09-27;5.0536;11.7455;10.0126;8.9372
2029-09-28;7.0578;9.8369;7.4871;8.1273
2029-09-29;9.3206;10.4008;4.7233;8.1482
2029-09-30;7.1157;10.3453;10.5464;9.3358
2029-10-01;6.2920;7.8775;9.9097;8.0264
2029-10-02;11.4304;11.9084;10.7775;11.3721
2029-10-03;5.5655;4.3542;4.8309;4.9169
2029-10-04;5.6492;8.4301;11.2437;8.4410
2029-10-05;11.3301;6.9276;10.6748;9.6442
2029-10-06;7.0592;7.4552;10.5025;8.3390
2029-10-07;6.8254;11.6339;8.2668;8.9087
2029-10-08;10.5821;10.8060;10.1783;10.5221
2029-10-09;9.9117;10.1002;9.5583;9.8567
2029-10-10;8.3614;8.1825;4.7975;7.1138
2029-10-11;7.6451;5.3103;10.9547;7.9700
2029-10-12;8.9483;10.4679;3.9712;7.7958
2029-10-13;4.6207;8.0621;3.7000;5.4609
2029-10-14;10.3314;9.3970;6.3086;8.6790
2029-10-15;6.7305;5.4338;6.7644;6.3096
2029-10-16;3.7756;9.6224;6.2133;6.5371
2029-10-17;9.8279;11.4375;11.6333;10.9662
2029-10-18;3.9226;11.9806;10.9660;8.9564
2029-10-19;9.4773;9.4389;8.2148;9.0437
2029-10-20;7.1753;4.0689;3.7734;5.0059
2029-10-21;5.4248;6.0999;7.0223;6.1823
2029-10-22;6.7483;7.7263;5.3389;6.6045
2029-10-23;7.4158;7.2631;9.8278;8.1689
2029-10-24;11.8291;11.6262;10.3225;11.2593
2029-10-25;7.4632;4.9806;3.8644;5.4361
2029-10-26;5.6452;10.9174;9.0875;8.5500
2029-10-27;5.6108;7.1146;7.4288;6.7181
2029-10-28;8.1762;9.5535;9.1150;8.9482
2029-10-29;11.3123;11.8616;5.4250;9.5330
2029-10-30;7.3606;3.5834;5.4358;5.4599
2029-10-31;4.9898;5.3601;9.0904;6.4801
2029-11-01;4.2938;6.4669;8.1979;6.3195
2029-11-02;3.7423;9.0714;4.8537;5.8891
2029-11-03;8.9530;8.1315;10.3127;9.1324
2029-11-04;6.1678;5.4818;11.0148;7.5548
2029-11-05;5.9229;10.4433;6.7211;7.6958
2029-11-06;6.8394;10.0360;3.9793;6.9516
2029-11-07;5.4681;8.9423;9.5180;7.9761
2029-11-08;7.0883;11.8848;6.8092;8.5941
2029-11-09;7.0893;8.7102;11.0210;8.9402
2029-11-10;11.9521;6.5153;8.6402;9.0359
2029-11-11;3.8028;9.5603;6.7837;6.7156
2029-11-12;9.8755;11.3094;8.9966;10.0605
2029-11-13;6.1480;6.7746;5.5095;6.1440
2029-11-14;7.0496;10.2621;10.4080;9.2399
2029-11-15;8.5265;5.6727;5.3840;6.5277
2029-11-16;6.3755;11.6845;11.6149;9.8916
2029-11-17;8.3076;5.1579;4.2642;5.9099
2029-11-18;9.6225;10.2982;5.4307;8.4505
2029-11-19;4.7594;8.2642;11.4710;8.1649
2029-11-20;3.9517;7.0166;8.4677;6.4787
2029-11-21;9.9208;11.9460;10.7177;10.8615
2029-11-22;8.1283;6.6588;8.4858;7.7576
2029-11-23;8.6212;9.3850;8.3600;8.7887
2029-11-24;5.8811;8.1272;4.2019;6.0701
2029-11-25;4.8915;10.6354;5.3270;6.9513
2029-11-26;11.6999;3.6359;9.8980;8.4113
2029-11-27;7.7488;7.9343;7.2771;7.6534
2029-11-28;10.0998;7.8798;8.3317;8.7704
2029-11-29;11.1949;10.9643;5.8882;9.3491
2029-11-30;7.4065;7.7929;9.8638;8.3544
2029-12-01;3.8799;9.4071;7.2509;6.8460
2029-12-02;4.3260;4.7047;3.8336;4.2881
2029-12-03;5.2522;7.0674;4.3619;5.5605
2029-12-04;7.6172;10.2612;4.5385;7.4723
2029-12-05;8.4461;6.1748;11.0137;8.5449
2029-12-06;9.0594;4.9304;6.6920;6.8939
2029-12-07;7.4386;11.4678;6.0240;8.3101
2029-12-08;4.2398;10.2734;8.5479;7.6870
2029-12-09;6.1401;6.4093;10.1322;7.5605
2029-12-10;9.4636;7.0909;10.8247;9.1264
2029-12-11;4.4992;11.8474;5.5196;7.2887
2029-12-12;10.9242;10.2893;6.6214;9.2783
2029-12-13;8.8171;3.6244;5.8298;6.0904
2029-12-14;9.6558;6.4918;10.6718;8.9398
2029-12-15;8.8010;11.0356;7.0635;8.9667
2029-12-16;4.2583;8.7816;5.2148;6.0849
2029-12-17;10.7582;6.9035;4.2422;7.3013
2029-12-18;8.9268;6.3364;6.6182;7.2938
2029-12-19;11.5684;4.9805;4.4017;6.9835
2029-12-20;4.3669;3.8482;10.6425;6.2859
2029-12-21;10.6889;10.3384;11.4204;10.8159
2029-12-22;9.5758;10.9138;5.3820;8.6239
2029-12-23;7.6597;8.5958;11.6089;9.2881
2029-12-24;7.1130;5.6905;5.1056;5.9697
2029-12-25;10.1893;4.1311;7.2524;7.1909
2029-12-26;11.7197;7.2109;5.4780;8.1362
2029-12-27;6.4300;3.9062;4.6822;5.0061
2029-12-28;11.3381;8.9792;4.2759;8.1977
2029-12-29;4.4397;7.5471;9.5085;7.1651
2029-12-30;5.2695;7.5779;4.5236;5.7903
2029-12-31;4.9140;7.1012;4.6695;5.5616
2030-01-01;6.9650;6.6342;4.4486;6.0159
2030-01-02;9.0071;11.8753;10.8030;10.5618
2030-01-03;7.4134;5.2387;4.7175;5.7899
2030-01-04;5.1991;8.8355;6.8189;6.9512
2030-01-05;8.0850;8.0955;5.2512;7.1439
2030-01-06;4.0439;9.5007;9.9043;7.8163
2030-01-07;11.7521;9.9750;5.6685;9.1319
2030-01-08;8.7065;10.1302;11.5946;10.1438
2030-01-09;5.2138;9.9215;9.5267;8.2207
2030-01-10;6.8812;3.5069;11.5833;7.3238
2030-01-11;9.3154;7.0755;11.9597;9.4502
2030-01-12;4.5946;6.7267;6.3400;5.8871
2030-01-13;8.2766;6.2224;10.2800;8.2597
2030-01-14;3.8596;9.1302;11.5014;8.1637
2030-01-15;4.2038;5.7936;7.5590;5.8521
2030-01-16;11.2553;11.3986;4.0677;8.9072
2030-01-17;6.3041;10.3900;5.9307;7.5416
2030-01-18;5.7407;6.0587;4.7765;5.5253
2030-01-19;11.3229;10.2129;6.7440;9.4266
2030-01-20;4.2613;7.0656;9.3144;6.8804
2030-01-21;5.0417;11.5342;9.9838;8.8532
2030-01-22;4.9814;5.8859;5.3671;5.4115
2030-01-23;8.1583;9.0190;10.7126;9.2966
2030-01-24;9.3244;11.0470;7.4146;9.2620
2030-01-25;8.1151;4.5061;9.1209;7.2474
2030-01-26;7.0522;6.1644;4.2919;5.8362
2030-01-27;11.4915;11.9041;8.9355;10.7770
2030-01-28;4.6489;4.1671;4.8790;4.5650
2030-01-29;11.5561;8.1478;7.9237;9.2092
2030-01-30;5.6699;11.0274;5.0569;7.2514
2030-01-31;11.0059;8.0676;9.9086;9.6607
2030-02-01;4.0944;4.4088;4.4427;4.3153
2030-02-02;4.0049;5.6593;10.3899;6.6847
2030-02-03;5.9520;10.1223;6.0912;7.3885
2030-02-04;5.8789;5.1779;5.3336;5.4635
2030-02-05;6.9749;4.8903;4.9026;5.5893
2030-02-06;11.1120;10.8111;11.0657;10.9963
2030-02-07;11.7398;4.2811;10.4800;8.8336
2030-02-08;3.8224;11.8339;6.1688;7.2750
2030-02-09;9.5448;10.5903;4.1753;8.1035
2030-02-10;8.8704;9.2606;5.7373;7.9561
2030-02-11;9.3381;11.7978;7.1542;9.4300
2030-02-12;4.1838;8.7858;4.4878;5.8191
2030-02-13;6.3216;10.8782;11.6905;9.6301
2030-02-14;10.7061;10.1151;9.3449;10.0554
2030-02-15;4.8392;6.7275;7.0559;6.2075
2030-02-16;10.4877;6.7554;7.8210;8.3547
2030-02-17;8.4252;4.7562;10.9644;8.0486
2030-02-18;10.3626;7.3461;11.6582;9.7890
2030-02-19;6.0650;4.8940;8.5232;6.4941
2030-02-20;7.2474;3.6730;5.2263;5.3822
2030-02-21;11.8626;10.4596;6.1148;9.4790
2030-02-22;6.2345;8.8402;6.5900;7.2216
2030-02-23;3.6138;10.4655;10.4584;8.1792
2030-02-24;8.1312;5.2174;5.6036;6.3174
2030-02-25;3.7315;10.9477;9.2482;7.9758
2030-02-26;10.0553;10.8584;9.4273;10.1137
2030-02-27;11.4854;5.3919;8.4051;8.4275
2030-02-28;11.7810;8.8629;4.0595;8.2345
2030-03-01;9.1722;4.8411;7.4502;7.1545
